feature_index,meaning,block_type,importance_impurity
1441,Er__mean__OFM_component_14,species_block,0.0
1442,Er__mean__OFM_component_15,species_block,0.0
1443,Er__mean__OFM_component_16,species_block,0.0
1444,Er__mean__OFM_component_17,species_block,0.0
1445,Er__mean__OFM_component_18,species_block,0.0
1446,Er__mean__OFM_component_19,species_block,0.0
1447,Er__mean__OFM_component_20,species_block,0.0
1448,Er__mean__OFM_component_21,species_block,0.0
1449,Er__mean__OFM_component_22,species_block,0.0
1450,Er__mean__OFM_component_23,species_block,0.0
1451,Er__mean__OFM_component_24,species_block,0.0
1452,Er__mean__OFM_component_25,species_block,0.0
1453,Er__mean__OFM_component_26,species_block,0.0
1454,Er__mean__OFM_component_27,species_block,0.0
1455,Er__mean__OFM_component_28,species_block,0.0
1456,Er__mean__OFM_component_29,species_block,1.5155503636580118e-05
1457,Er__mean__OFM_component_30,species_block,0.0
1458,Er__mean__OFM_component_31,species_block,0.0
1459,Er__mean__atomic_mass_norm,species_block,4.214470157669951e-05
1460,Er__mean__atomic_number_norm,species_block,1.3896605597920056e-05
1461,Er__mean__atomic_radius_norm,species_block,1.8522662428301645e-05
1462,Er__mean__electron_affinity_norm,species_block,1.6288851600168924e-05
1463,Er__std__magmom,species_block,2.397317303900494e-07
1464,Er__std__OFM_component_0,species_block,0.0
1465,Er__std__OFM_component_1,species_block,0.0
1466,Er__std__OFM_component_2,species_block,0.0
1467,Er__std__OFM_component_3,species_block,0.0
1468,Er__std__OFM_component_4,species_block,0.0
1469,Er__std__OFM_component_5,species_block,0.0
1470,Er__std__OFM_component_6,species_block,0.0
1471,Er__std__OFM_component_7,species_block,0.0
1472,Er__std__OFM_component_8,species_block,0.0
1473,Er__std__OFM_component_9,species_block,0.0
1474,Er__std__OFM_component_10,species_block,0.0
1475,Er__std__OFM_component_11,species_block,0.0
1476,Er__std__OFM_component_12,species_block,0.0
1477,Er__std__OFM_component_13,species_block,0.0
1478,Er__std__OFM_component_14,species_block,0.0
1479,Er__std__OFM_component_15,species_block,0.0
1480,Er__std__OFM_component_16,species_block,0.0
1481,Er__std__OFM_component_17,species_block,0.0
1482,Er__std__OFM_component_18,species_block,0.0
1483,Er__std__OFM_component_19,species_block,0.0
1484,Er__std__OFM_component_20,species_block,0.0
1485,Er__std__OFM_component_21,species_block,0.0
1486,Er__std__OFM_component_22,species_block,0.0
1487,Er__std__OFM_component_23,species_block,0.0
1488,Er__std__OFM_component_24,species_block,0.0
1489,Er__std__OFM_component_25,species_block,0.0
1490,Er__std__OFM_component_26,species_block,0.0
1491,Er__std__OFM_component_27,species_block,0.0
1492,Er__std__OFM_component_28,species_block,0.0
1493,Er__std__OFM_component_29,species_block,0.0
1494,Er__std__OFM_component_30,species_block,0.0
1495,Er__std__OFM_component_31,species_block,0.0
1496,Er__std__atomic_mass_norm,species_block,0.0
1497,Er__std__atomic_number_norm,species_block,0.0
1498,Er__std__atomic_radius_norm,species_block,0.0
1499,Er__std__electron_affinity_norm,species_block,0.0
1500,Eu__count,species_block,9.745379077442559e-05
1501,Eu__mean__magmom,species_block,7.957937332787089e-05
1502,Eu__mean__OFM_component_0,species_block,0.0
1503,Eu__mean__OFM_component_1,species_block,6.1973655500216e-05
1504,Eu__mean__OFM_component_2,species_block,0.0
1505,Eu__mean__OFM_component_3,species_block,0.0
1506,Eu__mean__OFM_component_4,species_block,0.0
1507,Eu__mean__OFM_component_5,species_block,0.0
1508,Eu__mean__OFM_component_6,species_block,0.0
1509,Eu__mean__OFM_component_7,species_block,0.0
1510,Eu__mean__OFM_component_8,species_block,0.0
1511,Eu__mean__OFM_component_9,species_block,0.0
1512,Eu__mean__OFM_component_10,species_block,0.0
1513,Eu__mean__OFM_component_11,species_block,0.0
1514,Eu__mean__OFM_component_12,species_block,0.0
1515,Eu__mean__OFM_component_13,species_block,0.0
1516,Eu__mean__OFM_component_14,species_block,0.0
1517,Eu__mean__OFM_component_15,species_block,0.0
1518,Eu__mean__OFM_component_16,species_block,0.0
1519,Eu__mean__OFM_component_17,species_block,0.0
1520,Eu__mean__OFM_component_18,species_block,0.0
1521,Eu__mean__OFM_component_19,species_block,0.0
1522,Eu__mean__OFM_component_20,species_block,0.0
1523,Eu__mean__OFM_component_21,species_block,0.0
1524,Eu__mean__OFM_component_22,species_block,0.0
1525,Eu__mean__OFM_component_23,species_block,0.0
1526,Eu__mean__OFM_component_24,species_block,9.569288297126647e-05
1527,Eu__mean__OFM_component_25,species_block,0.0
1528,Eu__mean__OFM_component_26,species_block,0.0
1529,Eu__mean__OFM_component_27,species_block,0.0
1530,Eu__mean__OFM_component_28,species_block,0.0
1531,Eu__mean__OFM_component_29,species_block,0.0
1532,Eu__mean__OFM_component_30,species_block,0.0
1533,Eu__mean__OFM_component_31,species_block,0.0
1534,Eu__mean__atomic_mass_norm,species_block,2.95206619280727e-05
1535,Eu__mean__atomic_number_norm,species_block,2.799015594012813e-05
1536,Eu__mean__atomic_radius_norm,species_block,5.3057607795203365e-05
1537,Eu__mean__electron_affinity_norm,species_block,5.520315429530824e-05
1538,Eu__std__magmom,species_block,2.5714565262279708e-06
1539,Eu__std__OFM_component_0,species_block,0.0
1540,Eu__std__OFM_component_1,species_block,0.0
1541,Eu__std__OFM_component_2,species_block,0.0
1542,Eu__std__OFM_component_3,species_block,0.0
1543,Eu__std__OFM_component_4,species_block,0.0
1544,Eu__std__OFM_component_5,species_block,0.0
1545,Eu__std__OFM_component_6,species_block,0.0
1546,Eu__std__OFM_component_7,species_block,0.0
1547,Eu__std__OFM_component_8,species_block,0.0
1548,Eu__std__OFM_component_9,species_block,0.0
1549,Eu__std__OFM_component_10,species_block,0.0
1550,Eu__std__OFM_component_11,species_block,0.0
1551,Eu__std__OFM_component_12,species_block,0.0
1552,Eu__std__OFM_component_13,species_block,0.0
1553,Eu__std__OFM_component_14,species_block,0.0
1554,Eu__std__OFM_component_15,species_block,0.0
1555,Eu__std__OFM_component_16,species_block,0.0
1556,Eu__std__OFM_component_17,species_block,0.0
1557,Eu__std__OFM_component_18,species_block,0.0
1558,Eu__std__OFM_component_19,species_block,0.0
1559,Eu__std__OFM_component_20,species_block,0.0
1560,Eu__std__OFM_component_21,species_block,0.0
1561,Eu__std__OFM_component_22,species_block,0.0
1562,Eu__std__OFM_component_23,species_block,0.0
1563,Eu__std__OFM_component_24,species_block,0.0
1564,Eu__std__OFM_component_25,species_block,0.0
1565,Eu__std__OFM_component_26,species_block,0.0
1566,Eu__std__OFM_component_27,species_block,0.0
1567,Eu__std__OFM_component_28,species_block,0.0
1568,Eu__std__OFM_component_29,species_block,0.0
1569,Eu__std__OFM_component_30,species_block,0.0
1570,Eu__std__OFM_component_31,species_block,0.0
1571,Eu__std__atomic_mass_norm,species_block,0.0
1572,Eu__std__atomic_number_norm,species_block,0.0
1573,Eu__std__atomic_radius_norm,species_block,0.0
1574,Eu__std__electron_affinity_norm,species_block,0.0
1575,F__count,species_block,2.883162841063435e-05
1576,F__mean__magmom,species_block,1.2869198843078647e-05
1577,F__mean__OFM_component_0,species_block,0.0
1578,F__mean__OFM_component_1,species_block,1.4073391387390658e-05
1579,F__mean__OFM_component_2,species_block,0.0
1580,F__mean__OFM_component_3,species_block,0.0
1581,F__mean__OFM_component_4,species_block,0.0
1582,F__mean__OFM_component_5,species_block,0.0
1583,F__mean__OFM_component_6,species_block,1.86384556145281e-05
1584,F__mean__OFM_component_7,species_block,0.0
1585,F__mean__OFM_component_8,species_block,0.0
1586,F__mean__OFM_component_9,species_block,0.0
1587,F__mean__OFM_component_10,species_block,0.0
1588,F__mean__OFM_component_11,species_block,0.0
1589,F__mean__OFM_component_12,species_block,0.0
1590,F__mean__OFM_component_13,species_block,0.0
1591,F__mean__OFM_component_14,species_block,0.0
1592,F__mean__OFM_component_15,species_block,0.0
1593,F__mean__OFM_component_16,species_block,0.0
1594,F__mean__OFM_component_17,species_block,0.0
1595,F__mean__OFM_component_18,species_block,0.0
1596,F__mean__OFM_component_19,species_block,0.0
1597,F__mean__OFM_component_20,species_block,0.0
1598,F__mean__OFM_component_21,species_block,0.0
1599,F__mean__OFM_component_22,species_block,0.0
1600,F__mean__OFM_component_23,species_block,0.0
1601,F__mean__OFM_component_24,species_block,0.0
1602,F__mean__OFM_component_25,species_block,0.0
1603,F__mean__OFM_component_26,species_block,0.0
1604,F__mean__OFM_component_27,species_block,0.0
1605,F__mean__OFM_component_28,species_block,0.0
1606,F__mean__OFM_component_29,species_block,0.0
1607,F__mean__OFM_component_30,species_block,0.0
1608,F__mean__OFM_component_31,species_block,0.0
1609,F__mean__atomic_mass_norm,species_block,1.767534060903861e-05
1610,F__mean__atomic_number_norm,species_block,1.6525088375208263e-05
1611,F__mean__atomic_radius_norm,species_block,1.5778472236258368e-05
1612,F__mean__electron_affinity_norm,species_block,3.850777068219791e-06
1613,F__std__magmom,species_block,4.592966971902627e-06
1614,F__std__OFM_component_0,species_block,0.0
1615,F__std__OFM_component_1,species_block,0.0
1616,F__std__OFM_component_2,species_block,0.0
1617,F__std__OFM_component_3,species_block,0.0
1618,F__std__OFM_component_4,species_block,0.0
1619,F__std__OFM_component_5,species_block,0.0
1620,F__std__OFM_component_6,species_block,0.0
1621,F__std__OFM_component_7,species_block,0.0
1622,F__std__OFM_component_8,species_block,0.0
1623,F__std__OFM_component_9,species_block,0.0
1624,F__std__OFM_component_10,species_block,0.0
1625,F__std__OFM_component_11,species_block,0.0
1626,F__std__OFM_component_12,species_block,0.0
1627,F__std__OFM_component_13,species_block,0.0
1628,F__std__OFM_component_14,species_block,0.0
1629,F__std__OFM_component_15,species_block,0.0
1630,F__std__OFM_component_16,species_block,0.0
1631,F__std__OFM_component_17,species_block,0.0
1632,F__std__OFM_component_18,species_block,0.0
1633,F__std__OFM_component_19,species_block,0.0
1634,F__std__OFM_component_20,species_block,0.0
1635,F__std__OFM_component_21,species_block,0.0
1636,F__std__OFM_component_22,species_block,0.0
1637,F__std__OFM_component_23,species_block,0.0
1638,F__std__OFM_component_24,species_block,0.0
1639,F__std__OFM_component_25,species_block,0.0
1640,F__std__OFM_component_26,species_block,0.0
1641,F__std__OFM_component_27,species_block,0.0
1642,F__std__OFM_component_28,species_block,0.0
1643,F__std__OFM_component_29,species_block,0.0
1644,F__std__OFM_component_30,species_block,0.0
1645,F__std__OFM_component_31,species_block,0.0
1646,F__std__atomic_mass_norm,species_block,0.0
1647,F__std__atomic_number_norm,species_block,0.0
1648,F__std__atomic_radius_norm,species_block,0.0
1649,F__std__electron_affinity_norm,species_block,5.103538273201917e-07
1650,Fe__count,species_block,0.003494683058048873
1651,Fe__mean__magmom,species_block,0.00011109442949896012
1652,Fe__mean__OFM_component_0,species_block,0.0
1653,Fe__mean__OFM_component_1,species_block,0.0001492195712151006
1654,Fe__mean__OFM_component_2,species_block,0.0
1655,Fe__mean__OFM_component_3,species_block,0.0
1656,Fe__mean__OFM_component_4,species_block,0.0
1657,Fe__mean__OFM_component_5,species_block,0.0
1658,Fe__mean__OFM_component_6,species_block,0.0
1659,Fe__mean__OFM_component_7,species_block,0.0
1660,Fe__mean__OFM_component_8,species_block,0.0
1661,Fe__mean__OFM_component_9,species_block,0.0
1662,Fe__mean__OFM_component_10,species_block,0.0
1663,Fe__mean__OFM_component_11,species_block,0.0
1664,Fe__mean__OFM_component_12,species_block,0.0
1665,Fe__mean__OFM_component_13,species_block,8.46869350119612e-05
1666,Fe__mean__OFM_component_14,species_block,0.0
1667,Fe__mean__OFM_component_15,species_block,0.0
1668,Fe__mean__OFM_component_16,species_block,0.0
1669,Fe__mean__OFM_component_17,species_block,0.0
1670,Fe__mean__OFM_component_18,species_block,0.0
1671,Fe__mean__OFM_component_19,species_block,0.0
1672,Fe__mean__OFM_component_20,species_block,0.0
1673,Fe__mean__OFM_component_21,species_block,0.0
1674,Fe__mean__OFM_component_22,species_block,0.0
1675,Fe__mean__OFM_component_23,species_block,0.0
1676,Fe__mean__OFM_component_24,species_block,0.0
1677,Fe__mean__OFM_component_25,species_block,0.0
1678,Fe__mean__OFM_component_26,species_block,0.0
1679,Fe__mean__OFM_component_27,species_block,0.0
1680,Fe__mean__OFM_component_28,species_block,0.0
1681,Fe__mean__OFM_component_29,species_block,0.0
1682,Fe__mean__OFM_component_30,species_block,0.0
1683,Fe__mean__OFM_component_31,species_block,0.0
1684,Fe__mean__atomic_mass_norm,species_block,9.320453300942097e-05
1685,Fe__mean__atomic_number_norm,species_block,0.00010773416814893684
1686,Fe__mean__atomic_radius_norm,species_block,7.607550303921176e-05
1687,Fe__mean__electron_affinity_norm,species_block,7.83351660741489e-05
1688,Fe__std__magmom,species_block,1.8159117222186056e-05
1689,Fe__std__OFM_component_0,species_block,0.0
1690,Fe__std__OFM_component_1,species_block,0.0
1691,Fe__std__OFM_component_2,species_block,0.0
1692,Fe__std__OFM_component_3,species_block,0.0
1693,Fe__std__OFM_component_4,species_block,0.0
1694,Fe__std__OFM_component_5,species_block,0.0
1695,Fe__std__OFM_component_6,species_block,0.0
1696,Fe__std__OFM_component_7,species_block,0.0
1697,Fe__std__OFM_component_8,species_block,0.0
1698,Fe__std__OFM_component_9,species_block,0.0
1699,Fe__std__OFM_component_10,species_block,0.0
1700,Fe__std__OFM_component_11,species_block,0.0
1701,Fe__std__OFM_component_12,species_block,0.0
1702,Fe__std__OFM_component_13,species_block,0.0
1703,Fe__std__OFM_component_14,species_block,0.0
1704,Fe__std__OFM_component_15,species_block,0.0
1705,Fe__std__OFM_component_16,species_block,0.0
1706,Fe__std__OFM_component_17,species_block,0.0
1707,Fe__std__OFM_component_18,species_block,0.0
1708,Fe__std__OFM_component_19,species_block,0.0
1709,Fe__std__OFM_component_20,species_block,0.0
1710,Fe__std__OFM_component_21,species_block,0.0
1711,Fe__std__OFM_component_22,species_block,0.0
1712,Fe__std__OFM_component_23,species_block,0.0
1713,Fe__std__OFM_component_24,species_block,0.0
1714,Fe__std__OFM_component_25,species_block,0.0
1715,Fe__std__OFM_component_26,species_block,0.0
1716,Fe__std__OFM_component_27,species_block,0.0
1717,Fe__std__OFM_component_28,species_block,0.0
1718,Fe__std__OFM_component_29,species_block,0.0
1719,Fe__std__OFM_component_30,species_block,0.0
1720,Fe__std__OFM_component_31,species_block,0.0
1721,Fe__std__atomic_mass_norm,species_block,2.45043927273857e-07
1722,Fe__std__atomic_number_norm,species_block,0.0
1723,Fe__std__atomic_radius_norm,species_block,1.7003553272135947e-06
1724,Fe__std__electron_affinity_norm,species_block,7.519539572574736e-10
1725,Ga__count,species_block,6.831786165933618e-05
1726,Ga__mean__magmom,species_block,1.7085367226842593e-05
1727,Ga__mean__OFM_component_0,species_block,0.0
1728,Ga__mean__OFM_component_1,species_block,2.3993079818988867e-05
1729,Ga__mean__OFM_component_2,species_block,9.83800103071697e-06
1730,Ga__mean__OFM_component_3,species_block,0.0
1731,Ga__mean__OFM_component_4,species_block,0.0
1732,Ga__mean__OFM_component_5,species_block,0.0
1733,Ga__mean__OFM_component_6,species_block,0.0
1734,Ga__mean__OFM_component_7,species_block,0.0
1735,Ga__mean__OFM_component_8,species_block,0.0
1736,Ga__mean__OFM_component_9,species_block,0.0
1737,Ga__mean__OFM_component_10,species_block,0.0
1738,Ga__mean__OFM_component_11,species_block,0.0
1739,Ga__mean__OFM_component_12,species_block,0.0
1740,Ga__mean__OFM_component_13,species_block,0.0
1741,Ga__mean__OFM_component_14,species_block,0.0
1742,Ga__mean__OFM_component_15,species_block,0.0
1743,Ga__mean__OFM_component_16,species_block,0.0
1744,Ga__mean__OFM_component_17,species_block,2.7404533609797784e-05
1745,Ga__mean__OFM_component_18,species_block,0.0
1746,Ga__mean__OFM_component_19,species_block,0.0
1747,Ga__mean__OFM_component_20,species_block,0.0
1748,Ga__mean__OFM_component_21,species_block,0.0
1749,Ga__mean__OFM_component_22,species_block,0.0
1750,Ga__mean__OFM_component_23,species_block,0.0
1751,Ga__mean__OFM_component_24,species_block,0.0
1752,Ga__mean__OFM_component_25,species_block,0.0
1753,Ga__mean__OFM_component_26,species_block,0.0
1754,Ga__mean__OFM_component_27,species_block,0.0
1755,Ga__mean__OFM_component_28,species_block,0.0
1756,Ga__mean__OFM_component_29,species_block,0.0
1757,Ga__mean__OFM_component_30,species_block,0.0
1758,Ga__mean__OFM_component_31,species_block,0.0
1759,Ga__mean__atomic_mass_norm,species_block,1.2779146875632115e-05
1760,Ga__mean__atomic_number_norm,species_block,1.9699804675136994e-05
1761,Ga__mean__atomic_radius_norm,species_block,6.473113111704626e-06
1762,Ga__mean__electron_affinity_norm,species_block,5.789448753933192e-06
1763,Ga__std__magmom,species_block,7.335439701269336e-07
1764,Ga__std__OFM_component_0,species_block,0.0
1765,Ga__std__OFM_component_1,species_block,0.0
1766,Ga__std__OFM_component_2,species_block,0.0
1767,Ga__std__OFM_component_3,species_block,0.0
1768,Ga__std__OFM_component_4,species_block,0.0
1769,Ga__std__OFM_component_5,species_block,0.0
1770,Ga__std__OFM_component_6,species_block,0.0
1771,Ga__std__OFM_component_7,species_block,0.0
1772,Ga__std__OFM_component_8,species_block,0.0
1773,Ga__std__OFM_component_9,species_block,0.0
1774,Ga__std__OFM_component_10,species_block,0.0
1775,Ga__std__OFM_component_11,species_block,0.0
1776,Ga__std__OFM_component_12,species_block,0.0
1777,Ga__std__OFM_component_13,species_block,0.0
1778,Ga__std__OFM_component_14,species_block,0.0
1779,Ga__std__OFM_component_15,species_block,0.0
1780,Ga__std__OFM_component_16,species_block,0.0
1781,Ga__std__OFM_component_17,species_block,0.0
1782,Ga__std__OFM_component_18,species_block,0.0
1783,Ga__std__OFM_component_19,species_block,0.0
1784,Ga__std__OFM_component_20,species_block,0.0
1785,Ga__std__OFM_component_21,species_block,0.0
1786,Ga__std__OFM_component_22,species_block,0.0
1787,Ga__std__OFM_component_23,species_block,0.0
1788,Ga__std__OFM_component_24,species_block,0.0
1789,Ga__std__OFM_component_25,species_block,0.0
1790,Ga__std__OFM_component_26,species_block,0.0
1791,Ga__std__OFM_component_27,species_block,0.0
1792,Ga__std__OFM_component_28,species_block,0.0
1793,Ga__std__OFM_component_29,species_block,0.0
1794,Ga__std__OFM_component_30,species_block,0.0
1795,Ga__std__OFM_component_31,species_block,0.0
1796,Ga__std__atomic_mass_norm,species_block,0.0
1797,Ga__std__atomic_number_norm,species_block,0.0
1798,Ga__std__atomic_radius_norm,species_block,0.0
1799,Ga__std__electron_affinity_norm,species_block,0.0
1800,Gd__count,species_block,0.0011263282774429955
1801,Gd__mean__magmom,species_block,0.00013372014496367254
1802,Gd__mean__OFM_component_0,species_block,0.0
1803,Gd__mean__OFM_component_1,species_block,0.00023938002783579097
1804,Gd__mean__OFM_component_2,species_block,0.0
1805,Gd__mean__OFM_component_3,species_block,0.0
1806,Gd__mean__OFM_component_4,species_block,0.0
1807,Gd__mean__OFM_component_5,species_block,0.0
1808,Gd__mean__OFM_component_6,species_block,0.0
1809,Gd__mean__OFM_component_7,species_block,0.0
1810,Gd__mean__OFM_component_8,species_block,0.00013884215033509558
1811,Gd__mean__OFM_component_9,species_block,0.0
1812,Gd__mean__OFM_component_10,species_block,0.0
1813,Gd__mean__OFM_component_11,species_block,0.0
1814,Gd__mean__OFM_component_12,species_block,0.0
1815,Gd__mean__OFM_component_13,species_block,0.0
1816,Gd__mean__OFM_component_14,species_block,0.0
1817,Gd__mean__OFM_component_15,species_block,0.0
1818,Gd__mean__OFM_component_16,species_block,0.0
1819,Gd__mean__OFM_component_17,species_block,0.0
1820,Gd__mean__OFM_component_18,species_block,0.0
1821,Gd__mean__OFM_component_19,species_block,0.0
1822,Gd__mean__OFM_component_20,species_block,0.0
1823,Gd__mean__OFM_component_21,species_block,0.0
1824,Gd__mean__OFM_component_22,species_block,0.0
1825,Gd__mean__OFM_component_23,species_block,0.0
1826,Gd__mean__OFM_component_24,species_block,0.00018378673637187666
1827,Gd__mean__OFM_component_25,species_block,0.0
1828,Gd__mean__OFM_component_26,species_block,0.0
1829,Gd__mean__OFM_component_27,species_block,0.0
1830,Gd__mean__OFM_component_28,species_block,0.0
1831,Gd__mean__OFM_component_29,species_block,0.0
1832,Gd__mean__OFM_component_30,species_block,0.0
1833,Gd__mean__OFM_component_31,species_block,0.0
1834,Gd__mean__atomic_mass_norm,species_block,0.00010465108038743777
1835,Gd__mean__atomic_number_norm,species_block,0.00013892877489809163
1836,Gd__mean__atomic_radius_norm,species_block,0.00014189232477228227
1837,Gd__mean__electron_affinity_norm,species_block,0.00024684572688161803
1838,Gd__std__magmom,species_block,5.102111935272005e-06
1839,Gd__std__OFM_component_0,species_block,0.0
1840,Gd__std__OFM_component_1,species_block,0.0
1841,Gd__std__OFM_component_2,species_block,0.0
1842,Gd__std__OFM_component_3,species_block,0.0
1843,Gd__std__OFM_component_4,species_block,0.0
1844,Gd__std__OFM_component_5,species_block,0.0
1845,Gd__std__OFM_component_6,species_block,0.0
1846,Gd__std__OFM_component_7,species_block,0.0
1847,Gd__std__OFM_component_8,species_block,0.0
1848,Gd__std__OFM_component_9,species_block,0.0
1849,Gd__std__OFM_component_10,species_block,0.0
1850,Gd__std__OFM_component_11,species_block,0.0
1851,Gd__std__OFM_component_12,species_block,0.0
1852,Gd__std__OFM_component_13,species_block,0.0
1853,Gd__std__OFM_component_14,species_block,0.0
1854,Gd__std__OFM_component_15,species_block,0.0
1855,Gd__std__OFM_component_16,species_block,0.0
1856,Gd__std__OFM_component_17,species_block,0.0
1857,Gd__std__OFM_component_18,species_block,0.0
1858,Gd__std__OFM_component_19,species_block,0.0
1859,Gd__std__OFM_component_20,species_block,0.0
1860,Gd__std__OFM_component_21,species_block,0.0
1861,Gd__std__OFM_component_22,species_block,0.0
1862,Gd__std__OFM_component_23,species_block,0.0
1863,Gd__std__OFM_component_24,species_block,0.0
1864,Gd__std__OFM_component_25,species_block,0.0
1865,Gd__std__OFM_component_26,species_block,0.0
1866,Gd__std__OFM_component_27,species_block,0.0
1867,Gd__std__OFM_component_28,species_block,0.0
1868,Gd__std__OFM_component_29,species_block,0.0
1869,Gd__std__OFM_component_30,species_block,0.0
1870,Gd__std__OFM_component_31,species_block,0.0
1871,Gd__std__atomic_mass_norm,species_block,0.0
1872,Gd__std__atomic_number_norm,species_block,0.0
1873,Gd__std__atomic_radius_norm,species_block,0.0
1874,Gd__std__electron_affinity_norm,species_block,0.0
1875,Ge__count,species_block,7.382017493398157e-05
1876,Ge__mean__magmom,species_block,1.7945276036609208e-05
1877,Ge__mean__OFM_component_0,species_block,0.0
1878,Ge__mean__OFM_component_1,species_block,2.0074842179746386e-05
1879,Ge__mean__OFM_component_2,species_block,0.0
1880,Ge__mean__OFM_component_3,species_block,1.24835112842457e-05
1881,Ge__mean__OFM_component_4,species_block,0.0
1882,Ge__mean__OFM_component_5,species_block,0.0
1883,Ge__mean__OFM_component_6,species_block,0.0
1884,Ge__mean__OFM_component_7,species_block,0.0
1885,Ge__mean__OFM_component_8,species_block,0.0
1886,Ge__mean__OFM_component_9,species_block,0.0
1887,Ge__mean__OFM_component_10,species_block,0.0
1888,Ge__mean__OFM_component_11,species_block,0.0
1889,Ge__mean__OFM_component_12,species_block,0.0
1890,Ge__mean__OFM_component_13,species_block,0.0
1891,Ge__mean__OFM_component_14,species_block,0.0
1892,Ge__mean__OFM_component_15,species_block,0.0
1893,Ge__mean__OFM_component_16,species_block,0.0
1894,Ge__mean__OFM_component_17,species_block,1.2918330340625045e-05
1895,Ge__mean__OFM_component_18,species_block,0.0
1896,Ge__mean__OFM_component_19,species_block,0.0
1897,Ge__mean__OFM_component_20,species_block,0.0
1898,Ge__mean__OFM_component_21,species_block,0.0
1899,Ge__mean__OFM_component_22,species_block,0.0
1900,Ge__mean__OFM_component_23,species_block,0.0
1901,Ge__mean__OFM_component_24,species_block,0.0
1902,Ge__mean__OFM_component_25,species_block,0.0
1903,Ge__mean__OFM_component_26,species_block,0.0
1904,Ge__mean__OFM_component_27,species_block,0.0
1905,Ge__mean__OFM_component_28,species_block,0.0
1906,Ge__mean__OFM_component_29,species_block,0.0
1907,Ge__mean__OFM_component_30,species_block,0.0
1908,Ge__mean__OFM_component_31,species_block,0.0
1909,Ge__mean__atomic_mass_norm,species_block,2.6004729314160777e-05
1910,Ge__mean__atomic_number_norm,species_block,2.235012171947107e-05
1911,Ge__mean__atomic_radius_norm,species_block,1.493730364958846e-05
1912,Ge__mean__electron_affinity_norm,species_block,1.9361255338494448e-05
1913,Ge__std__magmom,species_block,1.032628267156309e-06
1914,Ge__std__OFM_component_0,species_block,0.0
1915,Ge__std__OFM_component_1,species_block,0.0
1916,Ge__std__OFM_component_2,species_block,0.0
1917,Ge__std__OFM_component_3,species_block,0.0
1918,Ge__std__OFM_component_4,species_block,0.0
1919,Ge__std__OFM_component_5,species_block,0.0
1920,Ge__std__OFM_component_6,species_block,0.0
1921,Ge__std__OFM_component_7,species_block,0.0
1922,Ge__std__OFM_component_8,species_block,0.0
1923,Ge__std__OFM_component_9,species_block,0.0
1924,Ge__std__OFM_component_10,species_block,0.0
1925,Ge__std__OFM_component_11,species_block,0.0
1926,Ge__std__OFM_component_12,species_block,0.0
1927,Ge__std__OFM_component_13,species_block,0.0
1928,Ge__std__OFM_component_14,species_block,0.0
1929,Ge__std__OFM_component_15,species_block,0.0
1930,Ge__std__OFM_component_16,species_block,0.0
1931,Ge__std__OFM_component_17,species_block,0.0
1932,Ge__std__OFM_component_18,species_block,0.0
1933,Ge__std__OFM_component_19,species_block,0.0
1934,Ge__std__OFM_component_20,species_block,0.0
1935,Ge__std__OFM_component_21,species_block,0.0
1936,Ge__std__OFM_component_22,species_block,0.0
1937,Ge__std__OFM_component_23,species_block,0.0
1938,Ge__std__OFM_component_24,species_block,0.0
1939,Ge__std__OFM_component_25,species_block,0.0
1940,Ge__std__OFM_component_26,species_block,0.0
1941,Ge__std__OFM_component_27,species_block,0.0
1942,Ge__std__OFM_component_28,species_block,0.0
1943,Ge__std__OFM_component_29,species_block,0.0
1944,Ge__std__OFM_component_30,species_block,0.0
1945,Ge__std__OFM_component_31,species_block,0.0
1946,Ge__std__atomic_mass_norm,species_block,0.0
1947,Ge__std__atomic_number_norm,species_block,0.0
1948,Ge__std__atomic_radius_norm,species_block,0.0
1949,Ge__std__electron_affinity_norm,species_block,0.0
1950,H__count,species_block,1.4215049832520453e-05
1951,H__mean__magmom,species_block,2.7381720646942e-06
1952,H__mean__OFM_component_0,species_block,2.8439378727515193e-05
1953,H__mean__OFM_component_1,species_block,0.0
1954,H__mean__OFM_component_2,species_block,0.0
1955,H__mean__OFM_component_3,species_block,0.0
1956,H__mean__OFM_component_4,species_block,0.0
1957,H__mean__OFM_component_5,species_block,0.0
1958,H__mean__OFM_component_6,species_block,0.0
1959,H__mean__OFM_component_7,species_block,0.0
1960,H__mean__OFM_component_8,species_block,0.0
1961,H__mean__OFM_component_9,species_block,0.0
1962,H__mean__OFM_component_10,species_block,0.0
1963,H__mean__OFM_component_11,species_block,0.0
1964,H__mean__OFM_component_12,species_block,0.0
1965,H__mean__OFM_component_13,species_block,0.0
1966,H__mean__OFM_component_14,species_block,0.0
1967,H__mean__OFM_component_15,species_block,0.0
1968,H__mean__OFM_component_16,species_block,0.0
1969,H__mean__OFM_component_17,species_block,0.0
1970,H__mean__OFM_component_18,species_block,0.0
1971,H__mean__OFM_component_19,species_block,0.0
1972,H__mean__OFM_component_20,species_block,0.0
1973,H__mean__OFM_component_21,species_block,0.0
1974,H__mean__OFM_component_22,species_block,0.0
1975,H__mean__OFM_component_23,species_block,0.0
1976,H__mean__OFM_component_24,species_block,0.0
1977,H__mean__OFM_component_25,species_block,0.0
1978,H__mean__OFM_component_26,species_block,0.0
1979,H__mean__OFM_component_27,species_block,0.0
